,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2563,61,Basel,Davidoff Swiss Indoors,20081021,International,Indoor,Carpet,1st Round,3,Bohli S.,Acasuso J.,135.0,49.0,352.0,760.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.2,1.65,2.2,1.615,2.32,1.704,2.18,1.65,2008-328,Basel,Hard,32.0,A,20081020.0,11.0,104219.0,,WC,Stephane Bohli,R,185.0,SUI,25.2,104076.0,,,Jose Acasuso,R,190.0,ARG,26.0,6-3 6-2,3.0,R32,53.0,8.0,2.0,47.0,27.0,25.0,12.0,9.0,2.0,2.0,2.0,1.0,42.0,24.0,17.0,7.0,8.0,1.0,4.0,135.0,352.0,49.0,760.0
2564,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,1st Round,3,Vliegen K.,Petzschner P.,96.0,75.0,482.0,583.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.15,1.7,2.25,1.571,2.29,1.719,2.28,1.6,2008-328,Basel,Hard,32.0,A,20081020.0,15.0,104019.0,,Q,Kristof Vliegen,R,193.0,BEL,26.3,104332.0,,WC,Philipp Petzschner,R,185.0,GER,24.5,6-2 6-3,3.0,R32,65.0,7.0,0.0,51.0,24.0,20.0,18.0,9.0,4.0,4.0,6.0,1.0,52.0,22.0,14.0,15.0,8.0,4.0,7.0,96.0,482.0,75.0,583.0
2565,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,1st Round,3,Granollers M.,Baghdatis M.,52.0,43.0,732.0,805.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.5,1.5,2.45,1.55,2.375,1.533,2.51,1.621,2.34,1.57,2008-328,Basel,Hard,32.0,A,20081020.0,3.0,104719.0,,,Marcel Granollers,R,190.0,ESP,22.5,104571.0,,,Marcos Baghdatis,R,183.0,CYP,23.3,6-2 4-6 6-2,3.0,R32,139.0,6.0,2.0,95.0,53.0,34.0,26.0,13.0,8.0,10.0,3.0,6.0,87.0,34.0,25.0,24.0,13.0,5.0,10.0,52.0,732.0,43.0,805.0
2566,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,1st Round,3,Nieminen J.,Schwank E.,29.0,59.0,1060.0,690.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.05,1.8,1.833,1.833,1.99,1.917,2.0,1.77,2008-328,Basel,Hard,32.0,A,20081020.0,2.0,103813.0,,,Jarkko Nieminen,L,185.0,FIN,27.2,104724.0,,,Eduardo Schwank,R,183.0,ARG,22.4,6-2 6-4,3.0,R32,73.0,2.0,2.0,46.0,34.0,27.0,8.0,9.0,2.0,3.0,1.0,1.0,66.0,44.0,27.0,7.0,9.0,6.0,10.0,29.0,1060.0,59.0,690.0
2567,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,1st Round,3,Blake J.,Kiefer N.,11.0,37.0,1625.0,900.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.2,1.667,2.1,1.735,2.26,1.67,2.15,2008-328,Basel,Hard,32.0,A,20081020.0,5.0,103484.0,4.0,,James Blake,R,185.0,USA,28.8,103017.0,,,Nicolas Kiefer,R,183.0,GER,31.2,3-6 6-3 6-4,3.0,R32,104.0,11.0,5.0,78.0,39.0,29.0,24.0,14.0,2.0,4.0,8.0,1.0,75.0,37.0,28.0,19.0,14.0,2.0,5.0,11.0,1625.0,37.0,900.0
2568,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,2nd Round,3,Andreev I.,Kohlschreiber P.,21.0,30.0,1240.0,1040.0,7.0,6.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.8,1.9,1.83,1.98,1.667,2.1,1.87,2.05,1.82,1.94,2008-328,Basel,Hard,32.0,A,20081020.0,21.0,104214.0,6.0,,Igor Andreev,R,185.0,RUS,25.2,104259.0,,,Philipp Kohlschreiber,R,178.0,GER,25.0,7-6(6) 6-7(0) 7-5,3.0,R16,154.0,17.0,3.0,113.0,68.0,54.0,28.0,18.0,1.0,1.0,5.0,3.0,118.0,78.0,59.0,28.0,18.0,3.0,4.0,21.0,1240.0,30.0,1040.0
2569,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,2nd Round,3,Becker B.,Beck A.,137.0,111.0,340.0,445.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.0,1.85,2.0,1.667,2.1,1.826,2.11,1.77,2.0,2008-328,Basel,Hard,32.0,A,20081020.0,23.0,103794.0,,Q,Benjamin Becker,R,178.0,GER,27.3,104676.0,,LL,Andreas Beck,L,190.0,GER,22.7,3-6 6-3 6-4,3.0,R16,107.0,19.0,4.0,86.0,54.0,42.0,18.0,14.0,6.0,7.0,10.0,5.0,83.0,44.0,36.0,19.0,14.0,5.0,7.0,137.0,340.0,111.0,445.0
2570,61,Basel,Davidoff Swiss Indoors,20081022,International,Indoor,Carpet,2nd Round,3,Lopez F.,Fish M.,39.0,25.0,865.0,1175.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.85,2.0,1.72,2.17,1.787,1.92,1.84,2008-328,Basel,Hard,32.0,A,20081020.0,20.0,103852.0,,,Feliciano Lopez,L,188.0,ESP,27.0,103888.0,8.0,,Mardy Fish,R,188.0,USA,26.8,7-6(9) 6-4,3.0,R16,89.0,16.0,3.0,71.0,52.0,43.0,11.0,11.0,2.0,2.0,14.0,6.0,77.0,37.0,33.0,21.0,11.0,4.0,5.0,39.0,865.0,25.0,1175.0
2571,61,Basel,Davidoff Swiss Indoors,20081023,International,Indoor,Carpet,2nd Round,3,Nalbandian D.,Vliegen K.,8.0,96.0,1750.0,482.0,6.0,4.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.14,5.0,1.19,4.8,1.143,5.0,1.214,5.28,1.15,5.2,2008-328,Basel,Hard,32.0,A,20081020.0,24.0,103900.0,2.0,,David Nalbandian,R,180.0,ARG,26.8,104019.0,,Q,Kristof Vliegen,R,193.0,BEL,26.3,6-4 5-7 7-6(4),3.0,R16,144.0,11.0,3.0,100.0,57.0,43.0,29.0,17.0,3.0,5.0,13.0,6.0,121.0,64.0,50.0,28.0,17.0,4.0,6.0,8.0,1750.0,96.0,482.0
2572,61,Basel,Davidoff Swiss Indoors,20081023,International,Indoor,Carpet,2nd Round,3,Bolelli S.,Granollers M.,42.0,52.0,838.0,732.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.52,2.6,1.571,2.25,1.575,2.64,1.47,2.6,2008-328,Basel,Hard,32.0,A,20081020.0,18.0,104620.0,,,Simone Bolelli,R,183.0,ITA,23.0,104719.0,,,Marcel Granollers,R,190.0,ESP,22.5,6-4 6-2,3.0,R16,74.0,2.0,0.0,48.0,26.0,23.0,15.0,9.0,0.0,0.0,7.0,2.0,58.0,33.0,22.0,11.0,9.0,6.0,9.0,42.0,838.0,52.0,732.0
2573,61,Basel,Davidoff Swiss Indoors,20081023,International,Indoor,Carpet,2nd Round,3,Blake J.,Hernandez O.,11.0,76.0,1625.0,572.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.07,7.5,1.1,6.75,1.071,7.5,1.111,8.75,1.05,9.5,2008-328,Basel,Hard,32.0,A,20081020.0,19.0,103484.0,4.0,,James Blake,R,185.0,USA,28.8,103169.0,,,Oscar Hernandez,R,180.0,ESP,30.5,6-7(4) 6-2 6-4,3.0,R16,125.0,17.0,1.0,81.0,52.0,48.0,17.0,15.0,1.0,1.0,6.0,3.0,118.0,73.0,48.0,24.0,15.0,10.0,13.0,11.0,1625.0,76.0,572.0
2574,61,Basel,Davidoff Swiss Indoors,20081023,International,Indoor,Carpet,2nd Round,3,Del Potro J.M.,Bohli S.,9.0,135.0,1735.0,352.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.05,9.0,1.07,8.66,1.063,8.0,1.093,9.75,1.05,9.0,2008-328,Basel,Hard,32.0,A,20081020.0,22.0,105223.0,3.0,,Juan Martin del Potro,R,198.0,ARG,20.0,104219.0,,WC,Stephane Bohli,R,185.0,SUI,25.2,6-3 6-3,3.0,R16,66.0,6.0,1.0,47.0,28.0,23.0,14.0,9.0,0.0,0.0,6.0,1.0,54.0,32.0,22.0,10.0,9.0,2.0,5.0,9.0,1735.0,135.0,352.0
2575,61,Basel,Davidoff Swiss Indoors,20081023,International,Indoor,Carpet,2nd Round,3,Federer R.,Nieminen J.,2.0,29.0,5805.0,1060.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.03,11.0,1.05,9.5,1.03,10.0,1.057,14.5,1.04,12.0,2008-328,Basel,Hard,32.0,A,20081020.0,17.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,27.2,103813.0,,,Jarkko Nieminen,L,185.0,FIN,27.2,7-6(6) 7-6(1),3.0,R16,96.0,11.0,0.0,89.0,64.0,44.0,14.0,12.0,5.0,8.0,1.0,2.0,78.0,50.0,31.0,18.0,12.0,2.0,5.0,2.0,5805.0,29.0,1060.0
2576,61,Basel,Davidoff Swiss Indoors,20081024,International,Indoor,Carpet,Quarterfinals,3,Nalbandian D.,Becker B.,8.0,137.0,1750.0,340.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,5.5,1.16,5.29,1.143,5.0,1.189,5.8,1.2,4.35,2008-328,Basel,Hard,32.0,A,20081020.0,28.0,103900.0,2.0,,David Nalbandian,R,180.0,ARG,26.8,103794.0,,Q,Benjamin Becker,R,178.0,GER,27.3,7-6(4) 6-4,3.0,QF,103.0,8.0,2.0,76.0,43.0,37.0,16.0,11.0,3.0,3.0,12.0,2.0,88.0,58.0,43.0,12.0,11.0,8.0,9.0,8.0,1750.0,137.0,340.0
2577,61,Basel,Davidoff Swiss Indoors,20081024,International,Indoor,Carpet,Quarterfinals,3,Del Potro J.M.,Andreev I.,9.0,21.0,1735.0,1240.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.25,3.95,1.25,3.75,1.263,4.5,1.25,3.8,2008-328,Basel,Hard,32.0,A,20081020.0,27.0,105223.0,3.0,,Juan Martin del Potro,R,198.0,ARG,20.0,104214.0,6.0,,Igor Andreev,R,185.0,RUS,25.2,6-4 7-5,3.0,QF,114.0,5.0,1.0,69.0,35.0,28.0,21.0,11.0,3.0,3.0,10.0,2.0,81.0,51.0,35.0,14.0,11.0,7.0,9.0,9.0,1735.0,21.0,1240.0
2578,61,Basel,Davidoff Swiss Indoors,20081024,International,Indoor,Carpet,Quarterfinals,3,Lopez F.,Blake J.,39.0,11.0,865.0,1625.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.1,1.75,2.1,1.667,2.22,1.758,1.94,1.82,2008-328,Basel,Hard,32.0,A,20081020.0,26.0,103852.0,,,Feliciano Lopez,L,188.0,ESP,27.0,103484.0,4.0,,James Blake,R,185.0,USA,28.8,6-4 7-6(7),3.0,QF,88.0,10.0,3.0,87.0,54.0,41.0,19.0,11.0,8.0,8.0,7.0,0.0,64.0,42.0,32.0,15.0,11.0,2.0,3.0,39.0,865.0,11.0,1625.0
2579,61,Basel,Davidoff Swiss Indoors,20081024,International,Indoor,Carpet,Quarterfinals,3,Federer R.,Bolelli S.,2.0,42.0,5805.0,838.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.04,10.0,1.06,9.52,1.05,8.5,1.09,10.1,1.06,8.6,2008-328,Basel,Hard,32.0,A,20081020.0,25.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,27.2,104620.0,,,Simone Bolelli,R,183.0,ITA,23.0,6-2 6-3,3.0,QF,67.0,8.0,1.0,56.0,39.0,33.0,8.0,9.0,1.0,1.0,3.0,3.0,47.0,29.0,18.0,8.0,8.0,3.0,6.0,2.0,5805.0,42.0,838.0
2580,61,Basel,Davidoff Swiss Indoors,20081025,International,Indoor,Carpet,Semifinals,3,Nalbandian D.,Del Potro J.M.,8.0,9.0,1750.0,1735.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.4,1.6,2.2,1.615,2.6,1.588,2.22,1.63,2008-328,Basel,Hard,32.0,A,20081020.0,30.0,103900.0,2.0,,David Nalbandian,R,180.0,ARG,26.8,105223.0,3.0,,Juan Martin del Potro,R,198.0,ARG,20.0,6-4 6-4,3.0,SF,80.0,7.0,1.0,57.0,43.0,32.0,8.0,10.0,2.0,3.0,6.0,0.0,56.0,37.0,22.0,11.0,10.0,2.0,5.0,8.0,1750.0,9.0,1735.0
2581,61,Basel,Davidoff Swiss Indoors,20081025,International,Indoor,Carpet,Semifinals,3,Federer R.,Lopez F.,2.0,39.0,5805.0,865.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.06,8.0,1.09,7.33,1.083,7.0,1.091,10.0,1.07,8.0,2008-328,Basel,Hard,32.0,A,20081020.0,29.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,27.2,103852.0,,,Feliciano Lopez,L,188.0,ESP,27.0,6-3 6-2,3.0,SF,61.0,15.0,2.0,54.0,31.0,28.0,12.0,9.0,2.0,2.0,5.0,2.0,52.0,25.0,18.0,11.0,8.0,1.0,4.0,2.0,5805.0,39.0,865.0
2582,61,Basel,Davidoff Swiss Indoors,20081026,International,Indoor,Carpet,The Final,5,Federer R.,Nalbandian D.,2.0,8.0,5805.0,1750.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.3,3.53,1.286,3.5,1.333,3.7,1.27,3.7,2008-328,Basel,Hard,32.0,A,20081020.0,31.0,103819.0,1.0,,Roger Federer,R,185.0,SUI,27.2,103900.0,2.0,,David Nalbandian,R,180.0,ARG,26.8,6-3 6-4,3.0,F,70.0,8.0,0.0,47.0,30.0,26.0,14.0,10.0,0.0,0.0,5.0,3.0,61.0,41.0,27.0,10.0,9.0,6.0,8.0,2.0,5805.0,8.0,1750.0
2583,62,Lyon,Grand Prix de Lyon,20081020,International,Indoor,Carpet,1st Round,3,Ouanna J.,Ljubicic I.,182.0,46.0,238.0,785.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2.65,1.49,2.625,1.444,2.67,1.565,2.58,1.48,2008-375,Lyon,Carpet,32.0,A,20081020.0,7.0,104721.0,,WC,Josselin Ouanna,R,193.0,FRA,22.5,103344.0,,,Ivan Ljubicic,R,193.0,CRO,29.5,6-7(2) 7-6(5) 6-4,3.0,R32,132.0,11.0,2.0,107.0,62.0,50.0,24.0,17.0,3.0,5.0,24.0,1.0,96.0,60.0,48.0,21.0,17.0,1.0,4.0,182.0,238.0,46.0,785.0
2584,62,Lyon,Grand Prix de Lyon,20081020,International,Indoor,Carpet,1st Round,3,Robredo T.,Llodra M.,18.0,38.0,1285.0,875.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.4,2.88,1.444,2.625,1.794,2.16,1.68,2.13,2008-375,Lyon,Carpet,32.0,A,20081020.0,13.0,103990.0,5.0,,Tommy Robredo,R,180.0,ESP,26.4,103566.0,,,Michael Llodra,L,190.0,FRA,28.4,6-4 6-3,3.0,R32,63.0,8.0,2.0,63.0,48.0,37.0,7.0,10.0,1.0,1.0,5.0,5.0,53.0,33.0,24.0,10.0,9.0,1.0,3.0,18.0,1285.0,38.0,875.0
2585,62,Lyon,Grand Prix de Lyon,20081020,International,Indoor,Carpet,1st Round,3,Ferrero J.C.,Querrey S.,63.0,41.0,655.0,855.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.65,2.2,1.667,2.1,1.671,2.39,1.6,2.28,2008-375,Lyon,Carpet,32.0,A,20081020.0,10.0,103507.0,,,Juan Carlos Ferrero,R,183.0,ESP,28.6,105023.0,,,Sam Querrey,R,198.0,USA,21.0,6-3 7-5,3.0,R32,81.0,9.0,0.0,68.0,51.0,39.0,12.0,11.0,2.0,2.0,7.0,2.0,68.0,45.0,32.0,9.0,10.0,4.0,6.0,63.0,655.0,41.0,855.0
2586,62,Lyon,Grand Prix de Lyon,20081020,International,Indoor,Carpet,1st Round,3,Benneteau J.,Clement A.,56.0,95.0,704.0,485.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.0,1.8,1.833,1.833,1.943,1.962,1.9,1.86,2008-375,Lyon,Carpet,32.0,A,20081020.0,14.0,103898.0,,,Julien Benneteau,R,185.0,FRA,26.8,103096.0,,,Arnaud Clement,R,173.0,FRA,30.8,6-3 6-2,3.0,R32,86.0,10.0,6.0,51.0,30.0,26.0,10.0,8.0,2.0,2.0,5.0,3.0,67.0,41.0,23.0,12.0,9.0,9.0,13.0,56.0,704.0,95.0,485.0
2587,62,Lyon,Grand Prix de Lyon,20081020,International,Indoor,Carpet,1st Round,3,Darcis S.,Stepanek R.,58.0,28.0,693.0,1095.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.75,1.25,3.93,1.26,3.5,1.286,4.32,1.276,3.8,1.25,2008-375,Lyon,Carpet,32.0,A,20081020.0,15.0,104327.0,,,Steve Darcis,R,178.0,BEL,24.6,103285.0,,WC,Radek Stepanek,R,185.0,CZE,29.8,6-4 3-6 6-3,3.0,R32,92.0,3.0,3.0,88.0,59.0,45.0,17.0,14.0,4.0,5.0,13.0,11.0,85.0,48.0,38.0,18.0,14.0,4.0,6.0,58.0,693.0,28.0,1095.0
2588,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Santoro F.,Fognini F.,54.0,77.0,712.0,571.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.3,3.4,,,1.403,3.28,1.35,3.1,2008-375,Lyon,Carpet,32.0,A,20081020.0,11.0,102148.0,,,Fabrice Santoro,R,178.0,FRA,35.8,104926.0,,,Fabio Fognini,R,178.0,ITA,21.4,6-4 6-1,3.0,R32,63.0,8.0,2.0,61.0,35.0,27.0,13.0,9.0,3.0,4.0,2.0,0.0,46.0,30.0,16.0,9.0,8.0,3.0,7.0,54.0,712.0,77.0,571.0
2589,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Lapentti N.,Karlovic I.,83.0,20.0,544.0,1265.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.22,3.65,1.3,3.75,1.25,4.01,1.302,3.7,1.26,2008-375,Lyon,Carpet,32.0,A,20081020.0,8.0,102839.0,,,Nicolas Lapentti,R,188.0,ECU,32.1,103333.0,6.0,,Ivo Karlovic,R,208.0,CRO,29.6,7-6(4) 6-3,3.0,R32,91.0,2.0,1.0,75.0,47.0,37.0,16.0,11.0,6.0,7.0,13.0,3.0,58.0,36.0,35.0,6.0,10.0,3.0,5.0,83.0,544.0,20.0,1265.0
2590,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Gasquet R.,Giraldo S.,15.0,172.0,1485.0,252.0,5.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.08,7.0,1.12,6.35,1.111,6.0,1.161,6.6,1.12,6.0,2008-375,Lyon,Carpet,32.0,A,20081020.0,16.0,104755.0,2.0,,Richard Gasquet,R,185.0,FRA,22.3,105053.0,,Q,Santiago Giraldo,R,188.0,COL,20.8,5-7 6-3 7-6(3),3.0,R32,125.0,17.0,4.0,94.0,69.0,58.0,12.0,17.0,1.0,3.0,10.0,0.0,99.0,73.0,47.0,18.0,16.0,5.0,7.0,15.0,1485.0,172.0,252.0
2591,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Seppi A.,Guez D.,34.0,191.0,955.0,223.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.38,2.87,1.45,2.8,1.364,3.0,1.426,3.15,1.41,2.82,2008-375,Lyon,Carpet,32.0,A,20081020.0,6.0,104312.0,,,Andreas Seppi,R,190.0,ITA,24.6,104095.0,,Q,David Guez,R,185.0,FRA,25.8,6-2 7-5,3.0,R32,79.0,6.0,1.0,55.0,37.0,30.0,13.0,10.0,0.0,0.0,1.0,3.0,59.0,30.0,19.0,15.0,10.0,2.0,5.0,34.0,955.0,191.0,223.0
2592,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Roddick A.,Mahut N.,7.0,92.0,2045.0,500.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.55,1.222,4.0,1.241,4.75,1.2,4.3,2008-375,Lyon,Carpet,32.0,A,20081020.0,1.0,104053.0,1.0,,Andy Roddick,R,188.0,USA,26.1,103917.0,,,Nicolas Mahut,R,190.0,FRA,26.7,7-6(5) 6-4,3.0,R32,78.0,18.0,3.0,62.0,44.0,39.0,10.0,11.0,0.0,0.0,18.0,5.0,71.0,50.0,41.0,9.0,11.0,3.0,4.0,7.0,2045.0,92.0,500.0
2593,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Tsonga J.W.,Gicquel M.,14.0,40.0,1485.0,864.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.28,3.5,1.33,3.34,1.3,3.4,1.333,3.7,1.33,3.2,2008-375,Lyon,Carpet,32.0,A,20081020.0,12.0,104542.0,3.0,,Jo-Wilfried Tsonga,R,188.0,FRA,23.5,102967.0,,,Marc Gicquel,R,188.0,FRA,31.5,7-5 4-6 6-3,3.0,R32,119.0,14.0,4.0,95.0,60.0,52.0,15.0,16.0,5.0,6.0,8.0,2.0,88.0,53.0,41.0,18.0,15.0,4.0,6.0,14.0,1485.0,40.0,864.0
2594,62,Lyon,Grand Prix de Lyon,20081021,International,Indoor,Carpet,1st Round,3,Ginepri R.,Grosjean S.,57.0,98.0,700.0,476.0,6.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.25,1.35,3.3,1.364,3.0,1.376,3.46,1.37,3.0,2008-375,Lyon,Carpet,32.0,A,20081020.0,2.0,104068.0,,,Robby Ginepri,R,183.0,USA,26.0,103206.0,,WC,Sebastien Grosjean,R,175.0,FRA,30.3,6-7(4) 6-4 6-4,3.0,R32,134.0,5.0,2.0,97.0,61.0,44.0,17.0,16.0,4.0,7.0,0.0,4.0,113.0,84.0,53.0,13.0,16.0,14.0,19.0,57.0,700.0,98.0,476.0
2595,62,Lyon,Grand Prix de Lyon,20081022,International,Indoor,Carpet,1st Round,3,Rochus C.,Muller G.,80.0,89.0,558.0,518.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.4,1.6,2.375,1.533,2.5,1.625,2.34,1.57,2008-375,Lyon,Carpet,32.0,A,20081020.0,3.0,103294.0,,Q,Christophe Rochus,R,170.0,BEL,29.8,104180.0,,,Gilles Muller,L,193.0,LUX,25.4,6-2 6-4,3.0,R32,75.0,4.0,0.0,44.0,31.0,24.0,12.0,9.0,0.0,0.0,20.0,7.0,75.0,42.0,30.0,11.0,9.0,9.0,12.0,80.0,558.0,89.0,518.0
2596,62,Lyon,Grand Prix de Lyon,20081022,International,Indoor,Carpet,1st Round,3,Soderling R.,Ascione T.,27.0,183.0,1115.0,234.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.13,5.95,1.125,5.5,1.143,7.3,1.1,6.5,2008-375,Lyon,Carpet,32.0,A,20081020.0,4.0,104417.0,7.0,,Robin Soderling,R,193.0,SWE,24.1,103693.0,,Q,Thierry Ascione,R,188.0,FRA,27.7,6-4 6-1,3.0,R32,65.0,10.0,1.0,41.0,23.0,20.0,13.0,8.0,0.0,0.0,2.0,1.0,61.0,38.0,25.0,8.0,9.0,7.0,11.0,27.0,1115.0,183.0,234.0
2597,62,Lyon,Grand Prix de Lyon,20081022,International,Indoor,Carpet,1st Round,3,Mathieu P.H.,Canas G.,33.0,68.0,1000.0,620.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.0,1.4,2.75,1.465,2.95,1.42,2.78,2008-375,Lyon,Carpet,32.0,A,20081020.0,9.0,103908.0,8.0,,Paul Henri Mathieu,R,185.0,FRA,26.7,103084.0,,,Guillermo Canas,R,185.0,ARG,30.9,6-3 6-4,3.0,R32,88.0,2.0,2.0,71.0,36.0,26.0,21.0,10.0,3.0,4.0,10.0,1.0,51.0,29.0,22.0,8.0,9.0,3.0,6.0,33.0,1000.0,68.0,620.0
2598,62,Lyon,Grand Prix de Lyon,20081022,International,Indoor,Carpet,1st Round,3,Simon G.,Monaco J.,10.0,51.0,1690.0,740.0,2.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.0,1.3,3.55,1.25,3.75,1.285,4.21,1.28,3.55,2008-375,Lyon,Carpet,32.0,A,20081020.0,5.0,104468.0,4.0,,Gilles Simon,R,183.0,FRA,23.8,104338.0,,,Juan Monaco,R,185.0,ARG,24.5,2-6 6-4 6-1,3.0,R32,128.0,8.0,3.0,107.0,61.0,38.0,24.0,13.0,8.0,11.0,4.0,1.0,78.0,43.0,31.0,13.0,12.0,5.0,9.0,10.0,1690.0,51.0,740.0
2599,62,Lyon,Grand Prix de Lyon,20081022,International,Indoor,Carpet,2nd Round,3,Benneteau J.,Robredo T.,56.0,18.0,704.0,1285.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.45,1.55,2.5,1.5,2.64,1.575,2.52,1.5,2008-375,Lyon,Carpet,32.0,A,20081020.0,23.0,103898.0,,,Julien Benneteau,R,185.0,FRA,26.8,103990.0,5.0,,Tommy Robredo,R,180.0,ESP,26.4,6-2 6-2,3.0,R16,70.0,7.0,4.0,49.0,31.0,26.0,10.0,8.0,1.0,1.0,5.0,2.0,64.0,40.0,25.0,6.0,8.0,9.0,13.0,56.0,704.0,18.0,1285.0
2600,62,Lyon,Grand Prix de Lyon,20081022,International,Indoor,Carpet,2nd Round,3,Ouanna J.,Lapentti N.,182.0,83.0,238.0,544.0,6.0,3.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,2.05,1.78,2.1,1.667,2.19,1.775,2.04,1.74,2008-375,Lyon,Carpet,32.0,A,20081020.0,20.0,104721.0,,WC,Josselin Ouanna,R,193.0,FRA,22.5,102839.0,,,Nicolas Lapentti,R,188.0,ECU,32.1,6-3 1-6 6-3,3.0,R16,87.0,6.0,2.0,61.0,42.0,34.0,12.0,13.0,1.0,3.0,5.0,1.0,73.0,55.0,39.0,8.0,12.0,0.0,2.0,182.0,238.0,83.0,544.0
