,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2764,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Costa A.,Kiefer N.,35,42,3.0,6.0,6.0,0.0,7.0,6.0,,,,,2,1,Completed,3.35,1.28,3.05,1.27,2.7,1.3,2.75,1.4,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,9.0,102610.0,,,Albert Costa,R,180.0,ESP,26.3,103017.0,,,Nicolas Kiefer,R,183.0,GER,24.2,3-6 6-0 7-6(6),3.0,R64,131.0,5.0,0.0,85.0,48.0,31.0,24.0,14.0,6.0,9.0,11.0,5.0,99.0,45.0,31.0,21.0,13.0,8.0,12.0,35.0,1010.0,42.0,910.0
2765,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Enqvist T.,Escude N.,27,25,7.0,5.0,6.0,3.0,,,,,,,2,0,Completed,1.6,2.2,1.6,2.05,1.5,2.1,1.615,2.2,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,5.0,102358.0,,,Thomas Enqvist,R,190.0,SWE,27.5,102765.0,,,Nicolas Escude,R,185.0,FRA,25.5,7-5 6-3,3.0,R64,79.0,10.0,0.0,60.0,29.0,25.0,20.0,11.0,0.0,0.0,3.0,5.0,61.0,30.0,18.0,19.0,10.0,2.0,4.0,27.0,1180.0,25.0,1185.0
2766,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Ferreira W.,Hrbaty D.,36,26,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2,1,Completed,2.3,1.57,2.05,1.6,1.9,1.6,2.1,1.667,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,10.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,30.0,103103.0,,,Dominik Hrbaty,R,183.0,SVK,23.7,6-4 2-6 6-4,3.0,R64,98.0,14.0,3.0,91.0,45.0,36.0,21.0,14.0,6.0,9.0,18.0,5.0,88.0,56.0,42.0,14.0,14.0,2.0,5.0,36.0,995.0,26.0,1185.0
2767,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Koubek S.,Robredo T.,77,28,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2,1,Completed,2.8,1.38,2.45,1.42,2.7,1.3,2.75,1.4,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,3.0,102905.0,,,Stefan Koubek,L,175.0,AUT,24.7,103990.0,,,Tommy Robredo,R,180.0,ESP,19.4,4-6 7-6(5) 6-3,3.0,R64,137.0,0.0,4.0,97.0,64.0,44.0,18.0,15.0,6.0,9.0,3.0,3.0,112.0,54.0,36.0,33.0,16.0,10.0,14.0,77.0,528.0,28.0,1100.0
2768,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Lapentti N.,Moya C.,30,20,4.0,6.0,6.0,1.0,6.0,3.0,,,,,2,1,Completed,1.85,1.9,1.75,1.85,1.75,1.75,1.909,1.8,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,14.0,102839.0,,,Nicolas Lapentti,R,188.0,ECU,25.1,102845.0,,,Carlos Moya,R,190.0,ESP,25.1,4-6 6-1 6-3,3.0,R64,122.0,11.0,5.0,80.0,41.0,34.0,21.0,13.0,4.0,5.0,7.0,2.0,91.0,51.0,33.0,20.0,13.0,5.0,9.0,30.0,1090.0,20.0,1320.0
2769,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Mirnyi M.,Rochus O.,53,126,7.0,6.0,6.0,2.0,,,,,,,2,0,Completed,1.25,3.6,1.27,3.05,1.35,2.5,1.286,3.25,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,1.0,103018.0,,Q,Max Mirnyi,R,196.0,BLR,24.2,103694.0,,Q,Olivier Rochus,R,168.0,BEL,20.7,7-6(6) 6-2,3.0,R64,78.0,17.0,1.0,57.0,38.0,34.0,12.0,10.0,0.0,0.0,0.0,2.0,79.0,59.0,38.0,12.0,10.0,8.0,10.0,53.0,725.0,126.0,313.0
2770,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Novak J.,Massu N.,41,76,6.0,3.0,6.0,2.0,,,,,,,2,0,Completed,1.45,2.55,1.37,2.6,1.3,2.7,1.5,2.5,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,7.0,102562.0,,,Jiri Novak,R,190.0,CZE,26.5,103454.0,,Q,Nicolas Massu,R,183.0,CHI,22.0,6-3 6-2,3.0,R64,63.0,2.0,2.0,48.0,35.0,30.0,8.0,9.0,0.0,0.0,6.0,1.0,51.0,23.0,12.0,14.0,8.0,2.0,5.0,41.0,921.0,76.0,530.0
2771,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Pavel A.,Gambill J.M.,23,21,7.0,5.0,7.0,5.0,,,,,,,2,0,Completed,,,,,,,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,8.0,102318.0,,,Andrei Pavel,R,183.0,ROU,27.7,102998.0,,,Jan Michael Gambill,R,190.0,USA,24.3,7-5 7-5,3.0,R64,104.0,9.0,2.0,68.0,47.0,40.0,10.0,12.0,1.0,1.0,10.0,0.0,88.0,43.0,33.0,22.0,12.0,7.0,9.0,23.0,1195.0,21.0,1290.0
2772,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Philippoussis M.,Martin A.,48,40,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2,1,Completed,1.4,2.75,1.42,2.45,1.4,2.3,1.4,2.75,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,2.0,102882.0,,,Mark Philippoussis,R,196.0,AUS,24.9,103252.0,,,Alberto Martin,R,175.0,ESP,23.1,6-3 3-6 6-3,3.0,R64,109.0,13.0,9.0,95.0,56.0,42.0,19.0,14.0,3.0,4.0,4.0,8.0,80.0,51.0,39.0,13.0,13.0,7.0,9.0,48.0,770.0,40.0,968.0
2773,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Pretzsch A.,Portas A.,130,22,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2,1,Completed,,,1.85,1.73,1.1,4.5,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,13.0,102809.0,,Q,Axel Pretzsch,R,185.0,GER,25.3,102287.0,,,Albert Portas,R,188.0,ESP,27.9,6-3 4-6 6-3,3.0,R64,108.0,9.0,9.0,97.0,53.0,36.0,22.0,14.0,6.0,9.0,10.0,6.0,83.0,38.0,26.0,20.0,14.0,5.0,10.0,130.0,308.0,22.0,1210.0
2774,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Rios M.,Santoro F.,46,19,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2,1,Completed,1.5,2.5,1.53,2.2,1.5,2.1,1.571,2.25,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,4.0,102701.0,,WC,Marcelo Rios,L,175.0,CHI,25.8,102148.0,,,Fabrice Santoro,R,178.0,FRA,28.8,4-6 6-1 6-2,3.0,R64,91.0,7.0,1.0,66.0,42.0,36.0,13.0,13.0,0.0,1.0,3.0,4.0,90.0,56.0,38.0,14.0,12.0,2.0,6.0,46.0,850.0,19.0,1330.0
2775,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Schalken S.,Prinosil D.,32,63,6.0,2.0,6.0,4.0,,,,,,,2,0,Completed,1.38,2.8,1.37,2.6,1.3,2.7,1.364,2.875,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,15.0,102854.0,,,Sjeng Schalken,R,193.0,NED,25.1,102184.0,,WC,David Prinosil,R,185.0,GER,28.6,6-2 6-4,3.0,R64,82.0,2.0,3.0,50.0,29.0,21.0,14.0,9.0,1.0,2.0,0.0,2.0,81.0,48.0,29.0,11.0,9.0,6.0,10.0,32.0,1063.0,63.0,610.0
2776,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,1st Round,3,Ulihrach B.,Vinciguerra A.,33,44,6.0,3.0,6.0,2.0,,,,,,,2,0,Completed,1.67,2.1,1.65,2.0,1.6,1.9,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,12.0,102539.0,,,Bohdan Ulihrach,R,188.0,CZE,26.6,103714.0,,,Andreas Vinciguerra,L,180.0,SWE,20.6,6-3 6-2,3.0,R64,57.0,2.0,0.0,48.0,33.0,26.0,10.0,9.0,3.0,4.0,0.0,1.0,45.0,27.0,15.0,7.0,8.0,3.0,7.0,33.0,1050.0,44.0,860.0
2777,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Arazi H.,Agassi A.,29,2,7.0,6.0,7.0,5.0,,,,,,,2,0,Completed,3.5,1.25,3.5,1.2,3.0,1.25,3.5,1.25,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,32.0,102271.0,,,Hicham Arazi,L,175.0,MAR,27.9,101736.0,2.0,,Andre Agassi,R,180.0,USA,31.4,7-6(4) 7-5,3.0,R32,97.0,9.0,1.0,75.0,42.0,31.0,23.0,12.0,0.0,1.0,10.0,1.0,78.0,52.0,43.0,8.0,12.0,3.0,5.0,29.0,1090.0,2.0,4085.0
2778,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Canas G.,Johansson T.,18,17,3.0,6.0,6.0,3.0,7.0,5.0,,,,,2,1,Completed,1.95,1.75,1.8,1.8,1.85,1.65,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,27.0,103084.0,,,Guillermo Canas,R,185.0,ARG,23.8,102563.0,16.0,,Thomas Johansson,R,180.0,SWE,26.5,3-6 6-3 7-5,3.0,R32,131.0,7.0,4.0,83.0,50.0,39.0,15.0,15.0,3.0,6.0,13.0,2.0,97.0,60.0,38.0,19.0,15.0,5.0,9.0,18.0,1446.0,17.0,1520.0
2779,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Enqvist T.,Ferrero J.C.,27,5,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2,1,Completed,1.85,1.85,1.75,1.82,1.75,1.75,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,21.0,102358.0,,,Thomas Enqvist,R,190.0,SWE,27.5,103507.0,4.0,,Juan Carlos Ferrero,R,183.0,ESP,21.6,4-6 6-3 7-6(4),3.0,R32,138.0,13.0,7.0,101.0,58.0,48.0,24.0,16.0,4.0,6.0,10.0,0.0,120.0,66.0,46.0,30.0,15.0,17.0,19.0,27.0,1180.0,5.0,2990.0
2780,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Ferreira W.,Federer R.,36,12,7.0,6.0,3.0,6.0,6.0,2.0,,,,,2,1,Completed,2.8,1.38,2.5,1.4,2.3,1.4,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,26.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,30.0,103819.0,11.0,,Roger Federer,R,185.0,SUI,20.1,7-6(1) 3-6 6-2,3.0,R32,105.0,11.0,0.0,78.0,44.0,38.0,21.0,14.0,1.0,2.0,7.0,2.0,111.0,64.0,40.0,28.0,15.0,6.0,8.0,36.0,995.0,12.0,1775.0
2781,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Grosjean S.,Costa A.,8,35,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,1.42,2.65,1.4,2.5,1.4,2.3,1.444,2.625,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,25.0,103206.0,8.0,,Sebastien Grosjean,R,175.0,FRA,23.3,102610.0,,,Albert Costa,R,180.0,ESP,26.3,6-3 6-4,3.0,R32,95.0,2.0,0.0,61.0,30.0,22.0,15.0,9.0,3.0,5.0,3.0,2.0,67.0,39.0,22.0,12.0,10.0,5.0,10.0,8.0,2190.0,35.0,1010.0
2782,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Haas T.,Schalken S.,14,32,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2,1,Completed,1.3,3.2,1.25,3.2,1.25,3.0,1.333,3.0,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,31.0,103163.0,15.0,,Tommy Haas,R,188.0,GER,23.5,102854.0,,,Sjeng Schalken,R,193.0,NED,25.1,4-6 7-6(2) 6-2,3.0,R32,137.0,9.0,5.0,109.0,54.0,40.0,28.0,15.0,6.0,9.0,8.0,1.0,96.0,69.0,45.0,12.0,15.0,4.0,8.0,14.0,1600.0,32.0,1063.0
2783,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Henman T.,Pretzsch A.,9,130,6.0,3.0,6.0,0.0,,,,,,,2,0,Completed,1.18,4.5,1.15,4.1,1.15,3.8,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,29.0,102450.0,7.0,,Tim Henman,R,185.0,GBR,27.1,102809.0,,Q,Axel Pretzsch,R,185.0,GER,25.3,6-3 6-0,3.0,R32,57.0,3.0,1.0,43.0,29.0,21.0,8.0,8.0,0.0,1.0,1.0,0.0,40.0,22.0,9.0,7.0,7.0,0.0,5.0,9.0,2025.0,130.0,308.0
2784,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Hewitt L.,Ulihrach B.,3,33,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2,1,Completed,1.15,4.75,1.18,3.75,1.15,3.8,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,28.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.6,102539.0,,,Bohdan Ulihrach,R,188.0,CZE,26.6,3-6 6-3 6-4,3.0,R32,106.0,12.0,8.0,90.0,48.0,37.0,18.0,14.0,5.0,8.0,7.0,3.0,89.0,46.0,36.0,18.0,14.0,2.0,6.0,3.0,3870.0,33.0,1050.0
2785,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Ivanisevic G.,Philippoussis M.,15,48,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2,1,Completed,1.95,1.75,1.75,1.85,1.75,1.75,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,18.0,101964.0,13.0,,Goran Ivanisevic,L,193.0,CRO,30.0,102882.0,,,Mark Philippoussis,R,196.0,AUS,24.9,7-6(1) 3-6 6-3,3.0,R32,108.0,16.0,8.0,88.0,51.0,44.0,20.0,15.0,4.0,5.0,20.0,3.0,93.0,50.0,45.0,21.0,15.0,7.0,8.0,15.0,1561.0,48.0,770.0
2786,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Pavel A.,6,23,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2,1,Completed,1.4,2.75,1.3,2.85,1.25,3.0,1.444,2.625,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,24.0,102338.0,5.0,,Yevgeny Kafelnikov,R,190.0,RUS,27.6,102318.0,,,Andrei Pavel,R,183.0,ROU,27.7,4-6 7-6(4) 6-3,3.0,R32,136.0,11.0,3.0,105.0,52.0,37.0,29.0,15.0,8.0,11.0,13.0,4.0,128.0,82.0,61.0,13.0,16.0,8.0,12.0,6.0,2810.0,23.0,1195.0
2787,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Lapentti N.,Clement A.,30,13,4.0,6.0,6.0,2.0,7.0,5.0,,,,,2,1,Completed,2.05,1.67,2.0,1.62,1.9,1.6,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,30.0,102839.0,,,Nicolas Lapentti,R,188.0,ECU,25.1,103096.0,12.0,,Arnaud Clement,R,173.0,FRA,23.8,4-6 6-2 7-5,3.0,R32,139.0,16.0,5.0,94.0,62.0,49.0,14.0,15.0,10.0,12.0,6.0,6.0,92.0,56.0,40.0,17.0,15.0,5.0,9.0,30.0,1090.0,13.0,1735.0
2788,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Mirnyi M.,Kuerten G.,53,1,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2,1,Completed,2.5,1.48,2.5,1.4,2.3,1.4,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,17.0,103018.0,,Q,Max Mirnyi,R,196.0,BLR,24.2,102856.0,1.0,,Gustavo Kuerten,R,190.0,BRA,25.0,4-6 7-6(6) 6-4,3.0,R32,116.0,11.0,3.0,88.0,53.0,43.0,21.0,16.0,4.0,7.0,20.0,5.0,105.0,58.0,48.0,18.0,16.0,3.0,6.0,53.0,725.0,1.0,4725.0
2789,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Novak J.,Corretja A.,41,11,3.0,6.0,6.0,2.0,6.0,4.0,,,,,2,1,Completed,1.7,2.0,1.8,1.8,1.7,1.8,,,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,23.0,102562.0,,,Jiri Novak,R,190.0,CZE,26.5,102374.0,10.0,,Alex Corretja,R,180.0,ESP,27.5,3-6 6-2 6-2,3.0,R32,96.0,9.0,2.0,78.0,49.0,37.0,15.0,13.0,4.0,6.0,10.0,1.0,72.0,30.0,25.0,22.0,14.0,4.0,8.0,41.0,921.0,11.0,1895.0
2790,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Rios M.,Safin M.,46,7,7.0,6.0,6.0,3.0,,,,,,,2,0,Completed,2.65,1.42,2.3,1.47,2.1,1.5,2.625,1.444,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,20.0,102701.0,,WC,Marcelo Rios,L,175.0,CHI,25.8,103498.0,6.0,,Marat Safin,R,193.0,RUS,21.7,7-6(4) 6-3,3.0,R32,77.0,7.0,1.0,78.0,44.0,35.0,15.0,11.0,7.0,9.0,6.0,1.0,65.0,34.0,22.0,18.0,10.0,2.0,5.0,46.0,850.0,7.0,2625.0
2791,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Roddick A.,Boutter J.,16,67,7.0,6.0,7.0,6.0,,,,,,,2,0,Completed,1.28,3.25,1.24,3.2,1.25,3.0,1.25,3.5,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,22.0,104053.0,14.0,,Andy Roddick,R,188.0,USA,19.1,102369.0,,Q,Julien Boutter,R,190.0,FRA,27.5,7-6(3) 7-6(5),3.0,R32,110.0,5.0,1.0,77.0,48.0,37.0,19.0,12.0,0.0,0.0,23.0,8.0,96.0,53.0,43.0,22.0,12.0,5.0,5.0,16.0,1540.0,67.0,580.0
2792,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,2nd Round,3,Sampras P.,Koubek S.,10,77,6.0,3.0,7.0,6.0,,,,,,,2,0,Completed,1.18,4.25,1.2,3.5,1.2,3.2,1.222,3.75,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,19.0,101948.0,9.0,,Pete Sampras,R,185.0,USA,30.1,102905.0,,,Stefan Koubek,L,175.0,AUT,24.7,6-3 7-6(5),3.0,R32,84.0,12.0,4.0,68.0,46.0,39.0,13.0,11.0,0.0,0.0,4.0,5.0,81.0,50.0,37.0,14.0,10.0,8.0,9.0,10.0,2015.0,77.0,528.0
2793,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Enqvist T.,Roddick A.,27,16,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2,1,Completed,2.2,1.6,2.05,1.6,2.0,1.55,2.25,1.571,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,35.0,102358.0,,,Thomas Enqvist,R,190.0,SWE,27.5,104053.0,14.0,,Andy Roddick,R,188.0,USA,19.1,6-3 6-7(6) 7-6(5),3.0,R16,144.0,17.0,6.0,108.0,59.0,42.0,27.0,17.0,1.0,4.0,22.0,5.0,136.0,81.0,54.0,25.0,16.0,11.0,15.0,27.0,1180.0,16.0,1540.0
2794,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Ferreira W.,Grosjean S.,36,8,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2,1,Completed,2.1,1.67,2.05,1.6,1.9,1.6,2.1,1.667,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,37.0,101965.0,,,Wayne Ferreira,R,185.0,RSA,30.0,103206.0,8.0,,Sebastien Grosjean,R,175.0,FRA,23.3,6-3 3-6 7-6(7),3.0,R16,142.0,6.0,2.0,114.0,56.0,38.0,31.0,15.0,11.0,14.0,6.0,0.0,105.0,53.0,41.0,26.0,15.0,4.0,7.0,36.0,995.0,8.0,2190.0
2795,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Haas T.,Arazi H.,14,29,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2,1,Completed,1.5,2.4,1.4,2.5,1.4,2.3,1.444,2.625,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,40.0,103163.0,15.0,,Tommy Haas,R,188.0,GER,23.5,102271.0,,,Hicham Arazi,L,175.0,MAR,27.9,4-6 6-3 7-6(1),3.0,R16,131.0,17.0,3.0,95.0,51.0,43.0,22.0,16.0,3.0,6.0,7.0,1.0,107.0,63.0,46.0,20.0,15.0,10.0,13.0,14.0,1600.0,29.0,1090.0
2796,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Henman T.,Lapentti N.,9,30,7.0,6.0,6.0,2.0,,,,,,,2,0,Completed,1.38,2.8,1.35,2.65,1.3,2.7,1.364,2.875,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,39.0,102450.0,7.0,,Tim Henman,R,185.0,GBR,27.1,102839.0,,,Nicolas Lapentti,R,188.0,ECU,25.1,7-6(4) 6-2,3.0,R16,97.0,3.0,0.0,65.0,49.0,41.0,8.0,10.0,1.0,1.0,5.0,2.0,68.0,40.0,29.0,14.0,10.0,3.0,5.0,9.0,2025.0,30.0,1090.0
2797,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Hewitt L.,Canas G.,3,18,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2,1,Completed,1.33,3.0,1.25,3.1,1.2,3.2,1.333,3.0,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,38.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.6,103084.0,,,Guillermo Canas,R,185.0,ARG,23.8,3-6 6-1 6-4,3.0,R16,127.0,9.0,2.0,80.0,41.0,31.0,23.0,13.0,1.0,2.0,2.0,1.0,89.0,48.0,32.0,22.0,13.0,5.0,8.0,3.0,3870.0,18.0,1446.0
2798,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Kafelnikov Y.,Novak J.,6,41,6.0,3.0,6.0,4.0,,,,,,,2,0,Completed,1.48,2.45,1.4,2.5,1.4,2.3,1.5,2.5,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,36.0,102338.0,5.0,,Yevgeny Kafelnikov,R,190.0,RUS,27.6,102562.0,,,Jiri Novak,R,190.0,CZE,26.5,6-3 6-4,3.0,R16,60.0,7.0,1.0,65.0,40.0,34.0,12.0,10.0,0.0,0.0,7.0,3.0,55.0,34.0,21.0,12.0,9.0,5.0,7.0,6.0,2810.0,41.0,921.0
2799,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Mirnyi M.,Ivanisevic G.,53,15,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2,1,Completed,1.75,1.95,1.75,1.82,1.65,1.85,1.8,1.909,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,33.0,103018.0,,Q,Max Mirnyi,R,196.0,BLR,24.2,101964.0,13.0,,Goran Ivanisevic,L,193.0,CRO,30.0,4-6 7-6(6) 7-6(8),3.0,R16,118.0,14.0,5.0,108.0,76.0,65.0,16.0,17.0,3.0,4.0,31.0,6.0,106.0,66.0,55.0,23.0,17.0,0.0,0.0,53.0,725.0,15.0,1561.0
2800,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,3rd Round,3,Sampras P.,Rios M.,10,46,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2,1,Completed,1.48,2.45,1.45,2.35,1.45,2.2,1.444,2.625,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,34.0,101948.0,9.0,,Pete Sampras,R,185.0,USA,30.1,102701.0,,WC,Marcelo Rios,L,175.0,CHI,25.8,4-6 7-6(3) 6-4,3.0,R16,130.0,20.0,10.0,105.0,58.0,45.0,26.0,16.0,4.0,6.0,8.0,0.0,100.0,59.0,42.0,24.0,16.0,4.0,6.0,10.0,2015.0,46.0,850.0
2801,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,Quarterfinals,3,Haas T.,Henman T.,14,9,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2,1,Completed,2.05,1.7,1.95,1.7,1.85,1.65,2.1,1.667,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,44.0,103163.0,15.0,,Tommy Haas,R,188.0,GER,23.5,102450.0,7.0,,Tim Henman,R,185.0,GBR,27.1,2-6 6-3 6-4,3.0,QF,123.0,5.0,6.0,92.0,49.0,36.0,22.0,14.0,6.0,8.0,6.0,3.0,86.0,51.0,39.0,15.0,13.0,6.0,8.0,14.0,1600.0,9.0,2025.0
2802,64,Stuttgart Masters,Stuttgart TMS,20011015,Masters,Indoor,Hard,Quarterfinals,3,Hewitt L.,Ferreira W.,3,36,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2,1,Completed,1.26,3.5,1.27,3.15,1.25,3.0,1.25,3.5,2001-357,Stuttgart Masters,Hard,48.0,M,20011015.0,43.0,103720.0,3.0,,Lleyton Hewitt,R,180.0,AUS,20.6,101965.0,,,Wayne Ferreira,R,185.0,RSA,30.0,6-7(5) 6-3 6-2,3.0,QF,141.0,7.0,4.0,91.0,39.0,31.0,31.0,14.0,7.0,8.0,10.0,4.0,112.0,57.0,41.0,22.0,15.0,7.0,12.0,3.0,3870.0,36.0,995.0
